#{"t_start": 1733438642.8664284, "env_id": "None"}
r,l,t
-495.834778,7,428.883076
-498.391623,4,429.051658
-499.664051,2,429.152564
-496.252745,4,429.736108
-443.119344,11,430.68504
-489.039865,3,430.81641
-407.872798,8,431.169517
-474.571242,6,431.36659
-492.647736,7,431.774769
-207.091768,3,431.877148
-493.059641,5,432.000947
-478.339197,13,432.341027
-177.063232,12,432.618242
-374.617997,9,432.90108
-484.629633,3,432.977787
11.670525,6,433.152501
-490.498833,6,433.315333
-466.118504,8,433.556448
-499.734689,2,433.625328
-477.9922,8,434.099578
-500.0,1,434.126003
-492.30514,7,434.319324
-492.039268,8,434.573192
-493.870722,7,434.74503
-500.0,1,434.774236
-482.090749,8,435.006612
-490.509146,9,435.357366
-452.552613,7,435.543493
-497.114869,4,435.64416
-498.352659,2,435.695676
-495.892409,3,435.778121
-474.183028,2,435.844574
-437.957459,7,436.015198
-381.925885,6,436.164088
-465.346464,5,436.288254
-477.634428,5,436.420564
-491.587516,11,436.714978
-498.864809,3,436.79249
-500.0,1,436.818365
-468.082409,6,436.965627
-496.288039,6,437.114906
-417.602833,9,437.352995
-496.038528,7,437.522958
-488.423341,5,437.647692
-441.946725,3,437.723921
-450.278792,9,437.960763
-500.0,1,437.987042
-45.767561,12,438.272926
-459.989548,4,438.378914
-499.712734,2,438.433985
-496.578626,4,438.565594
-25.423001,8,438.770602
-351.929415,4,438.873758
-488.23783,11,439.140403
-467.440158,5,439.304209
-411.628911,9,439.522239
-497.505702,5,439.648403
-499.623742,2,439.700838
-204.528238,3,439.778955
-497.538334,4,439.913378
-7221.072339,8,440.12064
-493.051954,3,440.199548
-497.93176,2,440.252501
-395.755437,7,440.429119
-473.11675,6,440.599654
-486.677273,5,440.729912
-476.821508,6,440.883271
-498.554105,2,440.936375
-482.102375,8,441.134627
-358.6051,8,441.342584
-493.626672,2,441.393668
-415.581631,12,441.673594
-493.304095,8,441.872209
-387.096406,14,442.211262
-386.449082,9,443.451912
-463.805148,5,443.582818
-495.26006,5,443.710119
-498.216227,5,443.839041
-456.342987,5,444.009033
71.170782,6,444.161989
-485.739567,11,444.433273
-473.625789,8,444.664115
-493.852026,2,444.719593
-498.702499,3,444.801369
4973.057588,11,445.076452
-500.0,1,445.104631
-370.150144,16,445.539403
-317.059233,9,445.77102
-471.274737,8,446.005099
-384.493222,10,446.254752
-460.125791,7,446.431669
-464.913348,4,446.575059
-421.770107,13,446.874369
-477.807066,4,446.975497
-494.64102,3,447.053074
-467.426923,7,447.248019
-498.829728,2,447.302122
-494.644246,6,447.457163
-479.577665,4,447.563223
-466.605303,5,447.697042
-202.557213,8,447.931184
4513.891553,13,448.25113
-494.571121,5,448.384866
-497.396373,6,448.604477
-470.820697,5,448.738311
-490.50308,11,449.008317
-358.6761,11,449.339001
-484.825345,6,449.496795
-472.500549,10,449.767348
-411.662742,6,449.938468
-500.0,1,449.965774
-498.88716,2,450.021866
-407.674603,11,450.292472
-479.837808,8,450.563856
-477.894516,10,450.811601
-385.777369,9,451.042161
-492.499938,7,451.481226
-499.629847,2,451.605565
-490.30707,5,451.802796
-462.440754,4,451.939298
5.650697,8,452.253483
-451.491623,6,452.424583
-491.149692,7,452.621807
-426.175506,9,452.880386
-500.0,1,452.905925
-493.169581,6,453.108768
-491.69148,5,453.242939
-475.29816,9,453.494769
-499.693331,2,453.558815
-332.838716,7,453.768078
-451.149771,7,454.20318
-400.58227,5,454.895265
-467.396048,5,455.697183
-482.752935,5,456.39152
-467.589029,2,456.688465
-413.569907,7,457.67499
-494.000359,6,458.063936
-500.0,1,458.089936
-385.471028,6,458.4879
-429.809777,10,458.93048
-497.123104,5,459.336022
-498.767615,2,459.41333
-467.956098,6,459.669313
-241.200592,8,459.957853
-498.509268,2,460.082609
-494.004667,6,460.319098
-425.310213,6,460.550296
-478.184199,7,460.830505
-498.825495,4,460.983375
-493.491811,4,461.139068
-387.997329,9,461.497007
-375.522602,10,461.85897
-470.308257,13,462.36106
-479.282906,4,462.529543
-378.951706,9,463.164683
-458.049315,13,463.81295
-491.240161,11,464.492398
-276.473788,11,464.888371
-498.147908,3,465.005435
-495.803133,4,465.162207
-317.589511,7,465.425628
-471.305388,5,465.617825
-482.969971,9,465.961393
-469.113089,7,466.229092
-487.643212,11,466.641669
-446.322904,5,466.83515
-497.868084,3,466.956358
-495.731446,3,467.079924
-487.70774,8,467.377196
-493.17562,4,467.530166
-464.787383,5,467.734978
-470.47852,6,467.95979
-483.221493,12,468.387593
-489.197549,10,468.749824
-436.64355,4,468.907816
-472.98826,5,469.098887
-490.334041,4,469.25543
-413.442411,4,469.407959
2370.590086,13,469.881193
-493.855614,4,470.035594
-333.215622,12,470.476492
-491.349623,4,470.626409
-448.420595,5,470.839173
-495.294259,2,470.923614
-471.226486,6,471.148713
-368.638694,5,471.341033
14315.952973,4,471.547323
-498.217396,4,471.698938
-441.459235,7,471.956548
-179.22158,11,472.361372
-496.507303,6,472.587302
-464.154075,8,472.879392
-483.523356,5,473.066877
-235.744769,7,473.321269
-493.649086,9,473.644539
-444.319514,6,473.863837
-496.234441,2,473.939893
-469.00221,9,474.305398
-413.557097,9,474.625493
-498.046813,5,474.810415
-265.557174,14,475.315068
-466.260366,4,475.478615
-462.522389,4,475.630364
-497.039046,2,475.708254
-456.729776,11,476.092667
-491.378784,4,476.250582
-482.437846,3,476.361752
-490.467357,9,476.683254
-496.163796,6,476.905582
-449.459544,13,477.394689
-452.562236,9,477.711308
-471.347919,5,477.894308
-494.182226,4,478.047381
688.229702,9,478.361424
-440.804512,10,478.729852
-491.104574,4,478.877686
-499.407069,2,478.953376
-461.929999,8,479.241671
-480.854927,12,479.657818
-452.870853,8,479.94569
-444.660871,6,480.165424
-494.467586,6,480.387326
-477.792823,6,480.617322
-457.424257,7,480.87189
-452.32423,12,481.289782
-362.395701,9,481.786323
-483.076912,6,482.027218
-466.459396,8,482.309209
-437.215552,10,482.819759
-500.0,1,482.845258
-495.365383,4,483.142236
-499.210046,2,483.259056
373.527703,12,483.88873
-450.198958,8,484.599267
-497.933763,5,484.765018
-490.944481,9,485.150444
-176.949519,6,485.383423
-492.43342,5,485.528595
-442.165448,14,485.925631
-449.248196,6,486.077191
-446.567359,6,486.340111
-498.340072,3,486.451318
-287.68993,3,486.580484
-464.088412,4,486.681547
-489.426498,10,487.077998
-442.054096,13,487.67338
-491.445651,4,487.831195
-225.125365,11,488.141899
193.249186,9,488.495746
-493.499434,6,488.847346
-466.149158,6,489.086767
-494.043764,8,489.467469
-478.313714,5,489.691847
-486.241621,14,490.240995
-492.129778,6,490.538282
-467.718513,5,490.737453
-402.519976,6,490.892315
-486.701222,3,491.017815
-353.400463,9,491.362391
-492.721982,5,491.689875
-496.443396,4,491.850259
-464.237485,6,492.012953
-419.009504,8,493.098779
-355.067627,14,494.95304
-442.366198,7,496.1591
-463.25682,5,496.379829
-464.222909,8,496.743226
-322.099504,7,496.926001
-499.065136,3,497.011263
-481.862964,12,497.351078
-429.657513,6,497.727574
-495.563713,3,497.805172
-475.432864,3,497.9338
-491.758183,5,498.142473
-289.707023,12,498.584107
-493.544298,7,498.912196
-499.105651,2,498.964016
-392.747245,11,499.335854
-465.542363,9,499.794047
-453.873177,6,499.981055
-495.506925,6,500.134264
-488.194014,5,500.261142
-477.688,7,500.435534
-229.66876,8,500.66174
-494.757118,4,500.785374
-500.0,1,500.81401
-475.655588,11,501.076585
-431.364704,12,501.372773
-481.014384,9,501.58766
-458.628516,8,501.791484
-368.359076,9,502.013263
-493.513946,4,502.114751
-480.462788,3,502.19291
-174.425391,5,502.319147
-86.92494,7,502.495959
-500.0,1,502.528816
-500.0,1,502.562064
-449.952544,10,502.81362
-478.185942,14,503.142731
-446.752339,6,503.307698
-489.114336,5,503.434412
-495.147554,6,503.586143
-491.263618,5,503.716389
-470.578378,8,503.918352
-500.0,1,503.944812
-491.684107,10,504.184991
-483.66621,6,504.33621
-461.611476,9,504.658606
-489.525051,7,504.834207
-460.398234,8,505.037395
-468.024813,4,505.152702
-468.32657,7,505.34754
-327.035277,9,505.577355
-460.144205,4,505.685615
-428.268304,8,505.923731
-466.311829,7,506.106188
-467.523553,4,506.214101
-500.0,1,506.243213
-437.125012,9,506.475119
-495.380083,7,506.666116
-493.233435,4,506.783737
-1539.416413,6,506.944542
-487.000647,7,507.142174
-497.773198,4,507.272442
-282.714962,8,507.475847
-470.197117,11,507.803705
-497.663467,5,507.936502
5914.327282,8,508.142607
-444.666119,9,508.393783
-500.0,1,508.423559
-311.907713,11,508.699325
-456.624529,11,508.964371
-452.551378,6,509.143446
-481.215205,9,509.366037
-498.204852,4,509.472394
-498.146128,4,509.578427
-296.682516,12,509.920729
-496.309584,2,509.973342
-489.900247,5,510.104802
-403.14353,5,510.239046
-438.094882,6,510.444995
-491.880125,3,510.526502
-437.979305,8,510.731825
-499.574313,2,510.785487
-493.004432,9,511.054263
-438.328828,8,511.256232
-498.767557,3,511.33687
-489.160396,9,511.594274
-447.060088,7,511.784782
-470.208852,9,512.024178
-500.0,1,512.050612
-359.200783,9,512.307418
-486.454897,10,512.554472
-493.673238,3,512.633545
-282.771239,7,512.81145
-486.865162,8,513.044315
-499.358288,3,513.123138
-487.801099,10,513.371787
-494.01642,2,513.425996
-434.467965,8,513.695956
-491.231213,8,513.906782
-474.459802,6,514.063202
-489.796575,2,514.116645
144.739289,11,514.431926
-373.223858,10,514.680516
-182.301972,7,514.876862
-235.549624,11,515.147017
-492.685144,4,515.252874
-484.660208,7,515.444436
209.093496,11,515.726231
-450.336024,5,515.854691
-499.817635,2,515.907596
-368.024991,10,516.171593
-469.49021,4,516.278018
-448.961434,4,516.385621
-492.622471,4,516.493546
-496.51707,4,516.597969
-492.054765,8,516.800547
-357.244163,10,517.06341
-80.125192,5,517.194123
-438.783607,3,517.273351
-485.749584,6,517.438264
-495.746548,6,517.593766
-480.937862,4,517.699514
-496.710226,2,517.75332
-500.0,1,517.780526
-242.264965,9,518.007891
-416.882137,13,519.338483
-464.035818,8,519.619793
-433.098019,7,519.811487
-491.333344,3,519.897438
-492.238148,4,520.006968
-497.794284,4,520.127526
-497.189341,5,520.259492
-401.385995,9,520.476469
-406.656169,9,520.699911
-221.858836,6,520.852051
-485.871516,9,521.081285
-478.595503,9,521.439086
-473.286547,3,521.515831
-401.613505,6,521.66474
-495.63158,3,521.741842
-270.88002,9,522.003975
-180.80568,14,522.365824
-466.504075,3,522.444181
-467.191769,6,523.099477
-484.673709,4,523.580048
-498.987273,3,524.143826
-495.850305,5,524.467677
-440.380726,14,525.00071
-479.969784,7,525.211816
-481.189814,7,525.471648
-496.951695,2,525.524018
-476.974233,3,525.634236
-496.842633,6,525.78721
-498.738601,3,525.866217
-500.0,1,525.894559
-485.94096,10,526.165924
-477.870376,6,526.326901
-430.26458,6,526.485323
-463.99211,16,526.904374
-497.295505,4,527.017146
-481.7773,6,527.185379
-458.175355,7,527.389966
-444.466237,4,527.508254
-499.646185,2,527.567262
-495.174311,4,527.682307
-428.68016,9,527.925762
-1203.085731,6,528.121754
-455.600068,9,528.370384
-336.902168,10,528.632436
-482.384415,4,528.788536
-493.788062,4,528.901217
-472.943717,4,529.013275
-489.915513,5,529.153098
-415.447278,6,529.31913
-483.334159,5,529.457109
-373.05017,10,529.721167
-380.65253,9,529.974347
-489.35842,3,530.07907
-498.949559,2,530.13604
-493.463812,8,530.36687
-366.108793,7,530.571608
-100.869851,12,530.909037
-479.740625,6,531.080823
-491.14751,5,531.214779
-466.295333,2,531.294593
-656.649274,6,531.469981
-377.790035,9,531.698333
-438.124272,5,531.830626
-466.226178,5,531.970747
-463.703035,4,532.090845
-474.789573,2,532.157949
-487.098795,4,532.288518
-445.572021,3,532.375876
-336.344447,13,532.784356
-410.553738,8,533.006333
-478.934446,10,533.271813
-477.852902,5,533.408987
-497.901072,2,533.465066
-478.669461,12,533.777325
-3133.724202,6,533.977086
-475.78371,4,534.090276
-475.063764,8,534.307616
-493.900837,7,534.48677
-486.83169,8,534.721286
-466.351643,11,535.061591
-471.949118,10,535.38143
-475.286248,8,535.64057
-486.594841,4,535.785147
-459.595245,8,536.007899
-497.451134,3,536.090227
-437.088367,8,536.307248
-450.712962,5,536.47042
-308.020004,11,536.766402
-489.597506,3,536.849186
-472.396431,10,537.17248
-484.2367,4,537.302322
-492.095478,2,537.359131
-471.078096,6,537.509326
-489.318445,3,537.595315
-472.963771,6,537.744688
-480.607402,6,537.915638
7707.626994,5,538.042074
-279.460391,9,538.259694
-484.196439,4,538.367652
-481.368623,6,538.564926
-307.106685,11,538.858217
-458.337282,6,539.02003
-498.9045,3,539.100294
-277.792752,15,539.480604
-470.971147,10,539.756863
-486.236016,3,539.853776
-493.93139,5,540.015054
-414.40982,8,540.260025
-205.135713,12,540.742137
-431.083791,5,540.873704
-497.584101,2,540.935265
-497.542395,3,541.015126
-490.094002,6,541.177947
-496.488373,5,541.38473
322.345206,13,541.756454
-386.179394,10,542.046496
-495.18609,8,542.26061
-480.223172,11,542.659456
-21.278039,6,542.967889
-448.110292,7,543.193483
-453.30089,7,543.424211
-483.024743,8,543.663288
-473.608896,10,544.080904
-493.986694,7,544.3344
-499.123673,3,544.476043
-238.735721,8,544.714401
-498.230781,3,544.796101
-460.193479,9,545.049164
-500.0,1,545.076071
-479.713475,5,545.208285
-384.656714,8,545.41409
-494.311794,5,545.615702
-450.46422,7,545.838168
-464.415777,7,546.013561
-466.934081,5,546.32007
-477.971675,12,548.074834
-498.724486,4,548.955482
-467.023047,9,549.875347
-489.260872,8,550.122559
-464.353911,9,550.368475
-498.903562,3,550.444478
-487.667825,11,550.752425
-218.658943,4,550.852776
-391.649705,10,551.087902
-491.156731,7,551.412974
-500.0,1,551.438526
-458.292056,6,551.650135
-473.542712,3,551.764634
-467.43498,5,551.928424
-497.993574,4,552.027187
-483.418956,2,552.104887
-494.41005,4,552.274482
-497.447162,5,552.525282
-91.551469,16,553.304771
-482.883668,7,553.60003
-482.566995,3,553.728143
-469.865524,4,553.930735
1003.668046,12,554.404709
-433.958062,5,554.651221
-283.568798,8,555.04044
-499.425391,2,555.144757
-493.734931,7,555.463803
-443.839986,7,555.887426
-499.629575,2,556.112662
-186.303463,11,557.516973
-500.0,1,557.542935
-488.718109,8,557.73744
-498.361454,3,557.927169
-452.898884,6,558.095545
-490.370874,5,558.237849
-447.09739,3,558.474224
-448.256373,6,558.795294
-447.63211,8,559.192748
-458.69882,10,559.497493
3315.956967,8,559.777279
-485.401222,4,559.878597
-499.578639,2,560.020023
-493.883811,3,560.106053
-453.709443,7,560.305848
-476.101629,10,560.571975
-466.607174,4,560.698564
-491.248663,5,560.846981
-483.320162,7,561.032375
-449.883495,8,561.244114
-498.390458,3,561.347957
-486.068041,6,561.512144
-441.475816,10,561.765998
-491.62821,6,561.949168
-499.267316,2,562.024874
-477.169981,5,562.159449
-408.442023,7,562.338762
-441.259189,9,562.572473
-422.765475,5,562.713331
-499.18593,3,562.794006
-491.744461,10,563.075609
-478.485911,8,563.424355
-495.935087,4,563.812815
-396.588944,11,564.337338
-493.514731,8,564.756799
-239.725486,15,565.215644
-496.06378,2,565.267272
-498.283438,4,565.369435
-458.242778,9,565.587989
-476.141256,6,565.836273
-496.40176,6,566.162373
-419.049397,6,566.465942
-489.754416,6,566.686891
-440.481875,8,566.91839
-420.102386,7,567.214748
-484.001359,9,567.457416
-497.839906,2,567.509328
-429.351914,10,567.801693
-436.952794,10,568.102566
-475.850871,11,568.431718
-487.305224,9,568.670492
-498.969017,3,568.863907
-500.0,1,568.891017
-463.759704,8,569.925545
-404.879534,8,570.328681
-486.537756,4,570.480503
-498.582033,3,570.557514
-488.536039,9,570.895978
-491.684859,11,571.345068
-497.405524,2,571.476751
-438.844711,8,571.95138
-467.079077,5,572.121865
-416.531985,8,572.394179
-452.823074,7,572.577952
-458.771532,4,572.694666
-166.3872,11,573.028283
-468.190078,9,573.256472
-380.604312,8,573.471205
-441.972373,14,573.881647
-495.128571,2,573.933166
-370.176839,6,574.128864
-309.566677,12,574.412117
-314.734846,6,574.560843
-500.0,1,574.587146
-333.320813,9,574.837515
-422.273408,8,575.07856
-493.160414,9,575.332222
-498.365598,4,575.485816
-497.643061,4,575.593179
-486.721627,4,575.699594
-465.045181,14,576.179819
-497.796013,4,576.347659
-440.995988,7,576.626666
-401.630663,10,577.436729
-385.146429,4,577.665409
-418.055718,4,578.043922
-472.897026,11,579.551603
-480.841016,4,580.644063
-496.326826,3,581.488352
-373.816585,11,583.047136
-487.661773,7,583.445548
-473.61974,10,583.733555
-499.658717,2,583.784638
-428.354579,7,583.955674
-484.99754,5,584.11269
-500.0,1,584.138591
-410.515062,11,584.417634
-490.10204,5,584.542722
-387.413717,9,584.768094
-460.072873,11,585.035691
-498.719947,3,585.113418
-315.73749,6,585.261713
-498.580747,3,585.363593
-495.244421,4,585.48283
-410.768541,6,585.63194
-494.664741,2,585.683171
-489.681466,11,585.941349
-381.663758,11,586.240106
-470.836096,5,586.369354
-483.913976,3,586.447169
-322.525558,9,586.713016
-497.925361,4,586.814361
-405.024129,9,587.033639
-472.261112,7,587.208516
-481.543604,5,587.368183
-454.029938,10,587.61209
-500.0,1,587.638144
-388.213385,8,587.83576
-498.968528,2,587.895667
-500.0,1,587.921835
-499.804108,2,588.021139
-500.0,1,588.047233
-437.331088,4,588.164903
83.027327,10,588.408594
-357.355936,9,588.656853
-485.549136,6,588.805624
-494.839578,3,588.960747
-485.991293,9,589.377995
-455.094266,6,589.54402
-478.62917,15,589.914395
-486.264759,10,590.176745
-495.124502,5,590.305526
-478.570059,6,590.481128
-492.897483,4,590.633428
-487.82169,9,590.864767
320.251533,10,591.134645
-500.0,1,591.164989
-475.29404,11,591.529469
-476.375236,4,591.64429
-500.0,1,591.672559
-476.538235,11,591.982663
-472.100146,9,592.204861
-432.093798,7,592.382787
-500.0,1,592.408566
-415.461363,8,592.63514
-500.0,1,592.661276
-482.097984,6,592.812562
-241.630523,9,593.270414
-492.149858,3,593.37544
-498.183394,3,593.545087
-139.598224,6,593.760938
-456.814775,5,594.251425
-498.306859,2,594.341933
-475.49768,12,594.706892
-378.47611,8,594.900837
-489.763076,3,594.996511
-449.426618,8,595.196641
-497.246362,2,596.229278
-470.727651,7,596.418918
-447.641139,7,596.59454
-461.880855,5,596.719733
-457.261806,9,596.938703
-495.678773,5,597.102586
-272033.494045,13,597.40442
-500.0,1,597.430527
-446.866654,7,597.608059
-499.677413,2,597.673036
-495.704331,6,597.835422
-481.387733,8,598.033253
-475.118165,4,598.135052
-402.404914,9,598.403642
-56.575258,14,598.724588
148.771126,8,598.931451
-485.530815,8,599.131296
-477.144395,6,599.279246
-490.087268,4,599.384942
-469.850388,5,599.533998
-373.893178,6,599.781613
-459.559028,6,600.041558
-461.164472,6,600.286529
-477.786865,7,600.579629
-440.951274,10,601.131847
-450.582195,7,601.369843
-493.392726,5,601.515084
-493.33047,7,602.175725
-485.756151,3,602.471231
-496.246462,5,602.768974
-496.017113,2,602.988794
-482.797846,8,603.382092
-485.582016,6,603.663756
-481.773476,6,603.88499
-481.812198,8,604.090926
-368.103655,7,604.367628
-458.260324,5,604.528755
-485.491666,8,604.968926
-495.704095,6,605.792901
2138.194039,10,607.201721
-484.640969,6,608.140562
-354.454489,8,608.728834
-493.515951,9,609.257966
-492.706403,5,609.605278
-489.125134,8,610.649144
-320.184401,10,611.953268
-500.0,1,611.980074
-485.387471,8,612.282251
-226.773076,12,612.862075
-471.185324,8,613.140046
-288.97159,9,613.39337
-500.0,1,613.422451
-495.435927,2,613.476223
-468.676127,7,613.692872
-497.149521,5,613.836514
-489.806052,3,613.913925
-487.821476,5,614.044701
-498.20219,3,614.121748
-493.530819,9,614.341932
-499.245558,2,614.393665
-482.914303,13,614.763391
-378.660774,13,615.303586
-446.174138,6,615.525648
-388.343505,5,615.80886
-464.880437,10,616.202996
-495.521794,3,616.289044
-444.472052,6,616.57973
-223.739707,8,616.825782
-494.405469,4,617.016132
-496.692226,3,617.101748
-496.234415,7,617.354271
-489.748999,6,617.533918
-499.113382,3,617.634063
-489.106656,5,617.855196
-449.358133,8,618.111118
-496.202906,2,618.164345
-495.926407,5,618.346848
-371.406693,11,618.782374
-457.393492,6,618.987571
-450.5075,7,619.702068
-424.219902,7,621.056909
-476.695546,12,622.50399
-498.484647,3,622.606205
-471.97209,4,622.749964
-496.572734,5,622.941694
-486.112709,4,623.072614
-450.586771,5,623.244785
-500.0,1,623.27602
-496.537315,5,623.445993
-489.125851,10,623.755894
-468.914133,5,623.927804
-330.82856,9,624.204276
-499.327146,3,624.282991
-485.588039,5,624.41664
-500.0,1,624.444628
-490.757297,10,624.751618
-495.373943,6,625.256314
-500.0,1,625.282489
-444.467871,6,625.497331
-269.130175,12,625.818016
3690.016092,13,626.242301
-492.861828,3,626.320557
-466.071541,3,626.399214
-488.709621,6,626.552289
-474.973423,9,626.779447
-441.195913,7,627.002341
-368.084472,9,627.230536
-485.566535,5,627.355508
-497.577049,5,627.500353
-422.559149,11,627.778689
-494.836105,2,627.832314
-498.964765,3,627.912735
-492.796918,9,628.211537
-490.47018,6,628.763644
-446.222733,6,630.005405
-494.703755,5,630.224888
-481.189237,5,630.478518
-448.088361,6,631.111332
-486.134756,6,631.478574
-492.572146,5,631.926811
-461.391443,11,633.356529
-499.12213,2,633.628045
-442.646094,7,634.273493
-500.0,1,634.299627
-142.230259,13,634.785047
-397.922437,6,635.272139
2520.023879,10,635.966151
-458.873471,7,636.314902
-496.316286,2,636.507823
-488.888007,4,636.653261
-500.0,1,636.722152
-455.388646,7,637.401275
-470.800462,5,637.730656
-467.694598,10,638.339467
-493.475013,4,638.507633
-493.470056,8,638.917188
-386.620618,7,639.146968
-480.259904,4,639.475048
-472.791148,11,640.030038
2685.836136,11,640.500058
-443.139192,11,641.165195
-498.709733,3,641.253736
-451.931214,5,642.3959
-331.034975,10,644.126254
-482.251576,4,644.726672
-494.317777,5,645.250108
-500.0,1,645.279471
-481.815462,3,645.625685
-482.433967,8,646.004004
-471.612687,9,647.025643
-469.039648,7,647.286393
-495.296563,5,647.653825
-496.571266,4,647.773353
5761.814528,10,648.143032
-495.986042,5,648.354222
-499.124054,3,648.433528
-482.485807,3,648.509738
-472.654942,11,648.921915
-460.367354,6,649.06863
-343.875919,8,649.297106
-486.985615,7,649.546791
2111574026.814805,10,649.781904
-490.414073,5,650.092414
-496.394586,6,650.420469
1123.975425,16,651.196474
-496.363585,4,651.312009
-490.888929,8,651.698843
-484.19315,7,652.077002
-484.548121,5,652.324567
-492.942408,6,652.589462
-229.853176,11,653.237493
-474.790576,5,653.363252
-500.0,1,653.389671
-436.153329,10,653.782315
-467.906138,9,654.074486
-475.594953,5,654.389155
-496.518876,4,654.49471
55.633652,11,654.851924
-416.158471,9,655.109686
-456.789461,9,655.818606
-238.750453,13,656.794974
-489.835828,3,656.8757
-494.051283,2,656.92862
-351.395014,10,657.2542
-471.790501,3,657.334034
-489.390077,8,657.536657
-494.330559,5,657.664107
-386.069921,9,657.918864
-297.1034,7,658.17928
-476.013003,6,658.566084
-489.488261,10,659.116439
-399.257,9,660.168558
-414.170742,12,661.092048
-499.10597,3,661.205685
-275.897876,11,663.036655
-291.845405,13,664.089713
-497.095724,3,664.168065
-472.107159,9,664.541044
-497.246043,3,664.691744
-493.644696,5,665.663338
-500.0,1,665.806451
-488.458897,6,666.620904
277.420126,14,667.585057
6390.269603,14,669.26802
-500.0,1,669.307185
-291.488899,9,669.979063
-482.731012,7,671.911766
-428.258277,6,673.088441
-493.409729,7,673.620601
378.874772,12,674.001794
-491.99067,3,674.374
-473.634139,5,674.677202
-500.0,1,674.780974
-490.608145,10,675.203787
-500.0,1,675.23533
-410.285156,6,675.407292
-487.431353,6,675.58255
-489.441953,12,675.918221
-491.990174,10,676.192295
-243.328382,13,676.54057
-489.855335,8,676.757529
-498.999358,3,676.842353
-500.0,1,676.869936
-493.584495,8,677.115462
-486.14596,4,677.227596
1259.132798,10,677.507363
-475.252752,13,677.862019
-269.188388,10,678.13188
-473.988724,11,678.440406
-497.163801,5,678.574234
-472.771477,5,678.702519
-282.652713,7,678.879411
-455.918932,10,679.248392
-467.934565,7,679.517124
-484.031907,2,679.580606
-492.971939,6,679.95124
-500.0,1,679.977185
-494.093503,4,680.109104
-476.578538,10,680.548616
-496.229306,4,680.649724
-500.0,1,680.67599
-490.595893,7,680.972413
-489.340477,9,681.200752
-483.107649,10,681.537104
-410.650962,9,681.762929
-464.999179,5,681.888865
-418.472479,7,682.082024
-426.150819,14,682.671271
-497.117159,4,682.837186
-493.803638,9,683.050609
-438.410682,13,683.35326
-495.525597,4,683.469455
-473.116981,9,683.685566
-484.570417,6,683.834606
-492.146039,4,683.933876
-483.848498,6,684.12308
-494.079949,8,684.316449
-432.011265,4,684.415938
-496.62875,5,684.542424
-479.617683,6,684.737251
-418.468841,9,684.958451
-486.636895,7,685.145168
-497.108083,2,685.196759
-491.882894,7,685.401095
-490.120338,8,685.601302
-470.690422,8,685.793892
-489.259745,3,685.873372
-499.043962,3,685.983938
-452.989336,8,686.177639
-495.825987,5,686.301981
-451.732278,5,686.427455
-495.243681,3,686.5078
-463.121971,9,686.761956
-494.121494,5,686.885956
-483.125293,7,687.066412
-495.917042,5,687.37527
-201.705154,11,687.705953
-434.979222,7,687.925988
-454.650204,6,688.124551
-494.001768,7,688.301934
-34.504146,13,688.667073
-467.820899,6,688.822566
-491.793954,8,689.033068
-221.323878,14,689.393351
-473.463928,6,689.54734
-467.187295,5,689.682504
-456.574681,11,689.979935
-499.118984,2,690.034343
-449.857128,6,690.189994
-483.914373,5,690.325088
-41.516628,10,690.635993
-494.851401,5,690.851677
-434.392057,11,691.593819
-493.617544,6,691.886345
-137.215992,11,692.290645
-236.641163,8,692.529288
-499.61426,2,692.580602
-498.710061,3,692.683388
-467.422955,10,692.991258
-486.558967,8,693.233423
-488.955893,10,693.480969
-462.267363,5,693.617103
-321.29984,12,693.91615
-496.384425,2,693.972989
-388.201257,7,694.158071
-451.122061,7,694.373122
-478.485921,10,694.635503
-391.52573,6,694.791288
-498.472662,2,694.844387
-500.0,1,694.872793
-493.356281,4,694.993555
-366.339195,11,696.35446
-485.754092,11,696.614044
-483.982097,4,697.017396
-485.438234,6,697.405968
-1074.767118,6,697.564353
-499.103088,2,697.67429
-489.635886,6,697.834498
-248.906245,8,698.088197
-183.306505,8,698.33855
-420.778742,9,698.622677
-499.309504,2,698.674403
-487.676909,9,698.954036
-477.854268,11,699.3591
-333.764087,11,699.966093
-449.235718,5,700.1034
-495.604754,3,700.221263
-237.842696,5,700.356555
-495.34176,6,700.506865
-391.281352,9,700.723666
-478.554443,11,701.058532
-484.233652,5,701.182487
-384.169177,9,701.448374
-424.542613,5,701.573669
-496.040045,3,701.652267
-498.24022,4,701.754344
-153.487206,12,702.083331
-481.584427,9,702.6443
-189.691564,8,702.851294
-274.4643,7,703.184046
-476.455675,12,703.574687
-482.198265,3,703.664165
-448.888663,7,703.84589
-422.117773,5,704.001457
-500.0,1,704.027658
-494.767095,5,704.1566
-489.752651,5,704.283479
-458.358986,6,704.438397
-461.553313,7,704.649426
-444.466957,5,704.805726
-415.587793,5,704.942512
-488.610361,8,705.169137
-398.325974,8,705.440933
-485.052952,5,705.58355
467.286347,16,706.050521
-493.340453,5,706.178405
-493.869728,7,706.3626
-446.757058,4,706.472632
-488.395808,7,706.683649
-488.884986,7,706.879139
1313.72026,5,707.013183
-458.607869,9,707.282938
-474.276325,6,707.451998
-500.0,1,707.481215
-499.402866,2,707.535401
-363.555023,10,707.798322
-499.076384,3,707.914156
-455.060481,5,708.054705
-372.380644,4,708.160804
-403.742997,8,708.361888
3730.194888,5,708.506575
